"gcr1.26","Points:0","Points:1","Points:2"
0.0019687,-15.2,17.879,16.948
0.0036046,-15.2,17.576,16.948
0.0059895,-15.2,17.225,16.948
0.009049,-15.2,16.818,16.948
0.012465,-15.2,16.346,16.948
0.01572,-15.2,15.798,16.948
0.018246,-15.2,15.162,16.948
0.019614,-15.2,14.425,16.948
0.019671,-15.2,13.57,16.948
0.018545,-15.2,12.578,16.948
0.01657,-15.2,11.428,16.948
0.014274,-15.2,10.093,16.948
0.012432,-15.2,8.9013,16.948
0.010933,-15.2,7.8373,16.948
0.0097245,-15.2,6.8873,16.948
0.0087431,-15.2,6.039,16.948
0.0079327,-15.2,5.2817,16.948
0.0072502,-15.2,4.6055,16.948
0.0066628,-15.2,4.0017,16.948
0.0061455,-15.2,3.4627,16.948
0.0056795,-15.2,2.9814,16.948
0.0052507,-15.2,2.5516,16.948
0.0048531,-15.2,2.168,16.948
0.0044834,-15.2,1.8254,16.948
0.0041362,-15.2,1.5195,16.948
0.0038128,-15.2,1.2464,16.948
0.0035147,-15.2,1.0025,16.948
0.0032499,-15.2,0.78482,16.948
0.0030226,-15.2,0.59043,16.948
0.0028372,-15.2,0.41687,16.948
0.0027289,-15.2,0.2619,16.948
0.0027291,-15.2,0.12354,16.948
0.0027575,-15.2,0,16.948
8.8168e-10,-15.2,19.4,17.421
7.1616e-09,-15.2,19.341,17.421
6.4355e-08,-15.2,19.272,17.421
4.0375e-07,-15.2,19.193,17.421
1.9547e-06,-15.2,19.1,17.421
7.7863e-06,-15.2,18.993,17.421
2.6659e-05,-15.2,18.869,17.421
8.0584e-05,-15.2,18.725,17.421
0.00021812,-15.2,18.558,17.421
0.0005322,-15.2,18.364,17.421
0.0011739,-15.2,18.139,17.421
0.0023442,-15.2,17.879,17.421
0.0042434,-15.2,17.576,17.421
0.0069714,-15.2,17.225,17.421
0.010415,-15.2,16.818,17.421
0.014193,-15.2,16.346,17.421
0.017717,-15.2,15.798,17.421
0.020373,-15.2,15.162,17.421
0.02172,-15.2,14.425,17.421
0.021626,-15.2,13.57,17.421
0.020268,-15.2,12.578,17.421
0.018024,-15.2,11.428,17.421
0.015466,-15.2,10.093,17.421
0.013442,-15.2,8.9013,17.421
0.011807,-15.2,7.8373,17.421
0.010494,-15.2,6.8873,17.421
0.0094326,-15.2,6.039,17.421
0.0085583,-15.2,5.2817,17.421
0.0078239,-15.2,4.6055,17.421
0.0071934,-15.2,4.0017,17.421
0.0066395,-15.2,3.4627,17.421
0.0061417,-15.2,2.9814,17.421
0.0056845,-15.2,2.5516,17.421
0.0052589,-15.2,2.168,17.421
0.0048623,-15.2,1.8254,17.421
0.0044905,-15.2,1.5195,17.421
0.004142,-15.2,1.2464,17.421
0.0038207,-15.2,1.0025,17.421
0.0035309,-15.2,0.78482,17.421
0.003282,-15.2,0.59043,17.421
0.0030835,-15.2,0.41687,17.421
0.0029642,-15.2,0.2619,17.421
0.0029573,-15.2,0.12354,17.421
0.0029833,-15.2,0,17.421
1.1785e-09,-15.2,19.4,17.829
9.6085e-09,-15.2,19.341,17.829
8.6889e-08,-15.2,19.272,17.829
5.4377e-07,-15.2,19.193,17.829
2.6056e-06,-15.2,19.1,17.829
1.0228e-05,-15.2,18.993,17.829
3.4458e-05,-15.2,18.869,17.829
0.00010251,-15.2,18.725,17.829
0.00027329,-15.2,18.558,17.829
0.00065727,-15.2,18.364,17.829
0.0014298,-15.2,18.139,17.829
0.0028168,-15.2,17.879,17.829
0.0050316,-15.2,17.576,17.829
0.0081604,-15.2,17.225,17.829
0.012041,-15.2,16.818,17.829
0.016219,-15.2,16.346,17.829
0.02003,-15.2,15.798,17.829
0.022811,-15.2,15.162,17.829
0.024116,-15.2,14.425,17.829
0.023844,-15.2,13.57,17.829
0.022221,-15.2,12.578,17.829
0.019676,-15.2,11.428,17.829
0.016828,-15.2,10.093,17.829
0.014602,-15.2,8.9013,17.829
0.012813,-15.2,7.8373,17.829
0.011383,-15.2,6.8873,17.829
0.01023,-15.2,6.039,17.829
0.0092816,-15.2,5.2817,17.829
0.0084867,-15.2,4.6055,17.829
0.0078056,-15.2,4.0017,17.829
0.0072085,-15.2,3.4627,17.829
0.0066732,-15.2,2.9814,17.829
0.0061826,-15.2,2.5516,17.829
0.0057249,-15.2,2.168,17.829
0.0052972,-15.2,1.8254,17.829
0.004897,-15.2,1.5195,17.829
0.0045204,-15.2,1.2464,17.829
0.0041723,-15.2,1.0025,17.829
0.0038565,-15.2,0.78482,17.829
0.0035815,-15.2,0.59043,17.829
0.0033634,-15.2,0.41687,17.829
0.0032322,-15.2,0.2619,17.829
0.0032192,-15.2,0.12354,17.829
0.0032441,-15.2,0,17.829
1.6349e-09,-15.2,19.4,18.18
1.345e-08,-15.2,19.341,18.18
1.2206e-07,-15.2,19.272,18.18
7.5836e-07,-15.2,19.193,18.18
3.5795e-06,-15.2,19.1,18.18
1.3786e-05,-15.2,18.993,18.18
4.5516e-05,-15.2,18.869,18.18
0.00013278,-15.2,18.725,18.18
0.00034751,-15.2,18.558,18.18
0.00082141,-15.2,18.364,18.18
0.0017578,-15.2,18.139,18.18
0.0034092,-15.2,17.879,18.18
0.0059994,-15.2,17.576,18.18
0.0095928,-15.2,17.225,18.18
0.013967,-15.2,16.818,18.18
0.018582,-15.2,16.346,18.18
0.022695,-15.2,15.798,18.18
0.025595,-15.2,15.162,18.18
0.026836,-15.2,14.425,18.18
0.026356,-15.2,13.57,18.18
0.024434,-15.2,12.578,18.18
0.021556,-15.2,11.428,18.18
0.018388,-15.2,10.093,18.18
0.015937,-15.2,8.9013,18.18
0.013977,-15.2,7.8373,18.18
0.012414,-15.2,6.8873,18.18
0.011155,-15.2,6.039,18.18
0.010122,-15.2,5.2817,18.18
0.0092565,-15.2,4.6055,18.18
0.0085159,-15.2,4.0017,18.18
0.0078676,-15.2,3.4627,18.18
0.0072875,-15.2,2.9814,18.18
0.0067574,-15.2,2.5516,18.18
0.0062632,-15.2,2.168,18.18
0.0057994,-15.2,1.8254,18.18
0.0053651,-15.2,1.5195,18.18
0.0049574,-15.2,1.2464,18.18
0.0045779,-15.2,1.0025,18.18
0.0042343,-15.2,0.78482,18.18
0.003931,-15.2,0.59043,18.18
0.0036854,-15.2,0.41687,18.18
0.0035373,-15.2,0.2619,18.18
0.0035237,-15.2,0.12354,18.18
0.0035535,-15.2,0,18.18
2.3592e-09,-15.2,19.4,18.483
1.9698e-08,-15.2,19.341,18.483
1.7848e-07,-15.2,19.272,18.483
1.0941e-06,-15.2,19.193,18.483
5.0584e-06,-15.2,19.1,18.483
1.9023e-05,-15.2,18.993,18.483
6.1301e-05,-15.2,18.869,18.483
0.00017471,-15.2,18.725,18.483
0.00044749,-15.2,18.558,18.483
0.0010367,-15.2,18.364,18.483
0.0021776,-15.2,18.139,18.483
0.0041504,-15.2,17.879,18.483
0.0071852,-15.2,17.576,18.483
0.011315,-15.2,17.225,18.483
0.016245,-15.2,16.818,18.483
0.021338,-15.2,16.346,18.483
0.025767,-15.2,15.798,18.483
0.028778,-15.2,15.162,18.483
0.029932,-15.2,14.425,18.483
0.029212,-15.2,13.57,18.483
0.026958,-15.2,12.578,18.483
0.023711,-15.2,11.428,18.483
0.02019,-15.2,10.093,18.483
0.017489,-15.2,8.9013,18.483
0.015336,-15.2,7.8373,18.483
0.013621,-15.2,6.8873,18.483
0.012241,-15.2,6.039,18.483
0.011108,-15.2,5.2817,18.483
0.010159,-15.2,4.6055,18.483
0.0093476,-15.2,4.0017,18.483
0.008638,-15.2,3.4627,18.483
0.0080041,-15.2,2.9814,18.483
0.0074264,-15.2,2.5516,18.483
0.0068896,-15.2,2.168,18.483
0.0063835,-15.2,1.8254,18.483
0.0059085,-15.2,1.5195,18.483
0.0054644,-15.2,1.2464,18.483
0.0050498,-15.2,1.0025,18.483
0.0046717,-15.2,0.78482,18.483
0.0043386,-15.2,0.59043,18.483
0.0040655,-15.2,0.41687,18.483
0.0038977,-15.2,0.2619,18.483
0.0038838,-15.2,0.12354,18.483
0.0039184,-15.2,0,18.483
3.6464e-09,-15.2,19.4,18.745
3.0424e-08,-15.2,19.341,18.745
2.7247e-07,-15.2,19.272,18.745
1.6343e-06,-15.2,19.193,18.745
7.3495e-06,-15.2,19.1,18.745
2.6837e-05,-15.2,18.993,18.745
8.4031e-05,-15.2,18.869,18.745
0.00023314,-15.2,18.725,18.745
0.00058257,-15.2,18.558,18.745
0.0013197,-15.2,18.364,18.745
0.0027154,-15.2,18.139,18.745
0.0050782,-15.2,17.879,18.745
0.0086387,-15.2,17.576,18.745
0.013387,-15.2,17.225,18.745
0.018942,-15.2,16.818,18.745
0.024559,-15.2,16.346,18.745
0.029322,-15.2,15.798,18.745
0.032438,-15.2,15.162,18.745
0.033481,-15.2,14.425,18.745
0.032488,-15.2,13.57,18.745
0.029865,-15.2,12.578,18.745
0.02621,-15.2,11.428,18.745
0.022297,-15.2,10.093,18.745
0.019316,-15.2,8.9013,18.745
0.016943,-15.2,7.8373,18.745
0.015054,-15.2,6.8873,18.745
0.013531,-15.2,6.039,18.745
0.01228,-15.2,5.2817,18.745
0.011232,-15.2,4.6055,18.745
0.010334,-15.2,4.0017,18.745
0.0095501,-15.2,3.4627,18.745
0.0088505,-15.2,2.9814,18.745
0.0082146,-15.2,2.5516,18.745
0.0076257,-15.2,2.168,18.745
0.0070711,-15.2,1.8254,18.745
0.0065477,-15.2,1.5195,18.745
0.0060587,-15.2,1.2464,18.745
0.005604,-15.2,1.0025,18.745
0.0051865,-15.2,0.78482,18.745
0.0048173,-15.2,0.59043,18.745
0.0045154,-15.2,0.41687,18.745
0.0043287,-15.2,0.2619,18.745
0.0043122,-15.2,0.12354,18.745
0.0043503,-15.2,0,18.745
6.083e-09,-15.2,19.4,18.97
4.9684e-08,-15.2,19.341,18.97
4.3404e-07,-15.2,19.272,18.97
2.5234e-06,-15.2,19.193,18.97
1.0961e-05,-15.2,19.1,18.97
3.8648e-05,-15.2,18.993,18.97
0.00011706,-15.2,18.869,18.97
0.00031506,-15.2,18.725,18.97
0.00076598,-15.2,18.558,18.97
0.0016929,-15.2,18.364,18.97
0.0034067,-15.2,18.139,18.97
0.0062439,-15.2,17.879,18.97
0.010428,-15.2,17.576,18.97
0.015894,-15.2,17.225,18.97
0.022156,-15.2,16.818,18.97
0.028353,-15.2,16.346,18.97
0.033476,-15.2,15.798,18.97
0.036693,-15.2,15.162,18.97
0.037604,-15.2,14.425,18.97
0.036305,-15.2,13.57,18.97
0.033273,-15.2,12.578,18.97
0.029168,-15.2,11.428,18.97
0.024818,-15.2,10.093,18.97
0.021518,-15.2,8.9013,18.97
0.018891,-15.2,7.8373,18.97
0.016796,-15.2,6.8873,18.97
0.015104,-15.2,6.039,18.97
0.013709,-15.2,5.2817,18.97
0.012538,-15.2,4.6055,18.97
0.011534,-15.2,4.0017,18.97
0.010656,-15.2,3.4627,18.97
0.0098735,-15.2,2.9814,18.97
0.0091643,-15.2,2.5516,18.97
0.0085105,-15.2,2.168,18.97
0.0078977,-15.2,1.8254,18.97
0.0073174,-15.2,1.5195,18.97
0.0067724,-15.2,1.2464,18.97
0.0062681,-15.2,1.0025,18.97
0.0058065,-15.2,0.78482,18.97
0.0053946,-15.2,0.59043,18.97
0.005056,-15.2,0.41687,18.97
0.0048464,-15.2,0.2619,18.97
0.0048337,-15.2,0.12354,18.97
0.0048828,-15.2,0,18.97
1.0971e-08,-15.2,19.4,19.164
8.6046e-08,-15.2,19.341,19.164
7.2272e-07,-15.2,19.272,19.164
4.0312e-06,-15.2,19.193,19.164
1.6794e-05,-15.2,19.1,19.164
5.687e-05,-15.2,18.993,19.164
0.0001659,-15.2,18.869,19.164
0.00043161,-15.2,18.725,19.164
0.0010182,-15.2,18.558,19.164
0.0021908,-15.2,18.364,19.164
0.0043047,-15.2,18.139,19.164
0.0077233,-15.2,17.879,19.164
0.012655,-15.2,17.576,19.164
0.018959,-15.2,17.225,19.164
0.026033,-15.2,16.818,19.164
0.032882,-15.2,16.346,19.164
0.0384,-15.2,15.798,19.164
0.041724,-15.2,15.162,19.164
0.042484,-15.2,14.425,19.164
0.040845,-15.2,13.57,19.164
0.03736,-15.2,12.578,19.164
0.032752,-15.2,11.428,19.164
0.027907,-15.2,10.093,19.164
0.024237,-15.2,8.9013,19.164
0.021309,-15.2,7.8373,19.164
0.018967,-15.2,6.8873,19.164
0.017065,-15.2,6.039,19.164
0.015492,-15.2,5.2817,19.164
0.014164,-15.2,4.6055,19.164
0.013024,-15.2,4.0017,19.164
0.012025,-15.2,3.4627,19.164
0.011136,-15.2,2.9814,19.164
0.010333,-15.2,2.5516,19.164
0.0095949,-15.2,2.168,19.164
0.0089077,-15.2,1.8254,19.164
0.0082592,-15.2,1.5195,19.164
0.0076468,-15.2,1.2464,19.164
0.0070783,-15.2,1.0025,19.164
0.0065617,-15.2,0.78482,19.164
0.0061014,-15.2,0.59043,19.164
0.0057199,-15.2,0.41687,19.164
0.005484,-15.2,0.2619,19.164
0.0054798,-15.2,0.12354,19.164
0.0055429,-15.2,0,19.164
2.1505e-08,-15.2,19.4,19.331
1.5996e-07,-15.2,19.341,19.331
1.2768e-06,-15.2,19.272,19.331
6.7678e-06,-15.2,19.193,19.331
2.6826e-05,-15.2,19.1,19.331
8.6645e-05,-15.2,18.993,19.331
0.00024195,-15.2,18.869,19.331
0.00060519,-15.2,18.725,19.331
0.001379,-15.2,18.558,19.331
0.0028787,-15.2,18.364,19.331
0.0055089,-15.2,18.139,19.331
0.0096575,-15.2,17.879,19.331
0.015505,-15.2,17.576,19.331
0.022819,-15.2,17.225,19.331
0.030853,-15.2,16.818,19.331
0.038466,-15.2,16.346,19.331
0.044449,-15.2,15.798,19.331
0.04791,-15.2,15.162,19.331
0.04852,-15.2,14.425,19.331
0.046518,-15.2,13.57,19.331
0.042537,-15.2,12.578,19.331
0.037368,-15.2,11.428,19.331
0.031953,-15.2,10.093,19.331
0.027839,-15.2,8.9013,19.331
0.024539,-15.2,7.8373,19.331
0.021881,-15.2,6.8873,19.331
0.019708,-15.2,6.039,19.331
0.017896,-15.2,5.2817,19.331
0.016357,-15.2,4.6055,19.331
0.01503,-15.2,4.0017,19.331
0.013865,-15.2,3.4627,19.331
0.012829,-15.2,2.9814,19.331
0.011894,-15.2,2.5516,19.331
0.011042,-15.2,2.168,19.331
0.010254,-15.2,1.8254,19.331
0.0095173,-15.2,1.5195,19.331
0.0088242,-15.2,1.2464,19.331
0.0081776,-15.2,1.0025,19.331
0.0075869,-15.2,0.78482,19.331
0.007063,-15.2,0.59043,19.331
0.006632,-15.2,0.41687,19.331
0.0063792,-15.2,0.2619,19.331
0.0063893,-15.2,0.12354,19.331
0.0064618,-15.2,0,19.331
4.7484e-08,-15.2,19.4,19.476
3.273e-07,-15.2,19.341,19.476
2.4528e-06,-15.2,19.272,19.476
1.2272e-05,-15.2,19.193,19.476
4.6055e-05,-15.2,19.1,19.476
0.00014117,-15.2,18.993,19.476
0.00037497,-15.2,18.869,19.476
0.00089479,-15.2,18.725,19.476
0.0019531,-15.2,18.558,19.476
0.0039245,-15.2,18.364,19.476
0.0072648,-15.2,18.139,19.476
0.012376,-15.2,17.879,19.476
0.019389,-15.2,17.576,19.476
0.027948,-15.2,17.225,19.476
0.037138,-15.2,16.818,19.476
0.045654,-15.2,16.346,19.476
0.052181,-15.2,15.798,19.476
0.055803,-15.2,15.162,19.476
0.056238,-15.2,14.425,19.476
0.053815,-15.2,13.57,19.476
0.049253,-15.2,12.578,19.476
0.04341,-15.2,11.428,19.476
0.03729,-15.2,10.093,19.476
0.03261,-15.2,8.9013,19.476
0.028825,-15.2,7.8373,19.476
0.025748,-15.2,6.8873,19.476
0.023211,-15.2,6.039,19.476
0.021078,-15.2,5.2817,19.476
0.019254,-15.2,4.6055,19.476
0.017672,-15.2,4.0017,19.476
0.016282,-15.2,3.4627,19.476
0.015043,-15.2,2.9814,19.476
0.01393,-15.2,2.5516,19.476
0.01292,-15.2,2.168,19.476
0.011994,-15.2,1.8254,19.476
0.011136,-15.2,1.5195,19.476
0.010336,-15.2,1.2464,19.476
0.009591,-15.2,1.0025,19.476
0.0089082,-15.2,0.78482,19.476
0.0083017,-15.2,0.59043,19.476
0.0078075,-15.2,0.41687,19.476
0.0075334,-15.2,0.2619,19.476
0.0075541,-15.2,0.12354,19.476
0.0076335,-15.2,0,19.476
6.4584e-08,-15.2,19.4,19.6
4.35e-07,-15.2,19.341,19.6
3.1998e-06,-15.2,19.272,19.6
1.5737e-05,-15.2,19.193,19.6
5.8082e-05,-15.2,19.1,19.6
0.00017508,-15.2,18.993,19.6
0.00045718,-15.2,18.869,19.6
0.0010723,-15.2,18.725,19.6
0.0023014,-15.2,18.558,19.6
0.0045514,-15.2,18.364,19.6
0.0083041,-15.2,18.139,19.6
0.013965,-15.2,17.879,19.6
0.021634,-15.2,17.576,19.6
0.030883,-15.2,17.225,19.6
0.040706,-15.2,16.818,19.6
0.049712,-15.2,16.346,19.6
0.056529,-15.2,15.798,19.6
0.060232,-15.2,15.162,19.6
0.060568,-15.2,14.425,19.6
0.05791,-15.2,13.57,19.6
0.053025,-15.2,12.578,19.6
0.046806,-15.2,11.428,19.6
0.040289,-15.2,10.093,19.6
0.035286,-15.2,8.9013,19.6
0.031223,-15.2,7.8373,19.6
0.027906,-15.2,6.8873,19.6
0.025161,-15.2,6.039,19.6
0.022846,-15.2,5.2817,19.6
0.020859,-15.2,4.6055,19.6
0.019133,-15.2,4.0017,19.6
0.017614,-15.2,3.4627,19.6
0.01626,-15.2,2.9814,19.6
0.015043,-15.2,2.5516,19.6
0.013942,-15.2,2.168,19.6
0.012936,-15.2,1.8254,19.6
0.012007,-15.2,1.5195,19.6
0.011142,-15.2,1.2464,19.6
0.01034,-15.2,1.0025,19.6
0.0096066,-15.2,0.78482,19.6
0.0089539,-15.2,0.59043,19.6
0.0084225,-15.2,0.41687,19.6
0.0081298,-15.2,0.2619,19.6
0.008149,-15.2,0.12354,19.6
0.0082307,-15.2,0,19.6
0.31768,-15.2,19.4,2.7067
0.30388,-15.2,19.341,2.7067
0.30392,-15.2,19.341,2.6
0.31772,-15.2,19.4,2.6
0.28952,-15.2,19.272,2.7067
0.28956,-15.2,19.272,2.6
0.27485,-15.2,19.193,2.7067
0.27489,-15.2,19.193,2.6
0.25982,-15.2,19.1,2.7067
0.25987,-15.2,19.1,2.6
0.24442,-15.2,18.993,2.7067
0.24446,-15.2,18.993,2.6
0.22867,-15.2,18.869,2.7067
0.22872,-15.2,18.869,2.6
0.21264,-15.2,18.725,2.7067
0.21269,-15.2,18.725,2.6
0.1964,-15.2,18.558,2.7067
0.19645,-15.2,18.558,2.6
0.18005,-15.2,18.364,2.7067
0.1801,-15.2,18.364,2.6
0.16371,-15.2,18.139,2.7067
0.16376,-15.2,18.139,2.6
0.14752,-15.2,17.879,2.7067
0.14756,-15.2,17.879,2.6
0.13163,-15.2,17.576,2.7067
0.13167,-15.2,17.576,2.6
0.1162,-15.2,17.225,2.7067
0.11625,-15.2,17.225,2.6
0.10141,-15.2,16.818,2.7067
0.10145,-15.2,16.818,2.6
0.087402,-15.2,16.346,2.7067
0.087445,-15.2,16.346,2.6
0.074326,-15.2,15.798,2.7067
0.074367,-15.2,15.798,2.6
0.062297,-15.2,15.162,2.7067
0.062337,-15.2,15.162,2.6
0.051406,-15.2,14.425,2.7067
0.051443,-15.2,14.425,2.6
0.041723,-15.2,13.57,2.7067
0.041756,-15.2,13.57,2.6
0.033288,-15.2,12.578,2.7067
0.033318,-15.2,12.578,2.6
0.026104,-15.2,11.428,2.7067
0.026131,-15.2,11.428,2.6
0.020273,-15.2,10.093,2.7067
0.020298,-15.2,10.093,2.6
0.016526,-15.2,8.9013,2.7067
0.016549,-15.2,8.9013,2.6
0.013807,-15.2,7.8373,2.7067
0.013827,-15.2,7.8373,2.6
0.011756,-15.2,6.8873,2.7067
0.011774,-15.2,6.8873,2.6
0.010144,-15.2,6.039,2.7067
0.01016,-15.2,6.039,2.6
0.0088357,-15.2,5.2817,2.7067
0.00885,-15.2,5.2817,2.6
0.0077431,-15.2,4.6055,2.7067
0.0077556,-15.2,4.6055,2.6
0.006799,-15.2,4.0017,2.7067
0.0068098,-15.2,4.0017,2.6
0.0059801,-15.2,3.4627,2.7067
0.0059892,-15.2,3.4627,2.6
0.0052844,-15.2,2.9814,2.7067
0.0052918,-15.2,2.9814,2.6
0.0046993,-15.2,2.5516,2.7067
0.0047051,-15.2,2.5516,2.6
0.0042098,-15.2,2.168,2.7067
0.0042144,-15.2,2.168,2.6
0.0037832,-15.2,1.8254,2.7067
0.0037868,-15.2,1.8254,2.6
0.0034199,-15.2,1.5195,2.7067
0.0034226,-15.2,1.5195,2.6
0.0031109,-15.2,1.2464,2.7067
0.0031128,-15.2,1.2464,2.6
0.0028271,-15.2,1.0025,2.7067
0.002828,-15.2,1.0025,2.6
0.0025905,-15.2,0.78482,2.7067
0.0025907,-15.2,0.78482,2.6
0.0024111,-15.2,0.59043,2.7067
0.0024111,-15.2,0.59043,2.6
0.0022866,-15.2,0.41687,2.7067
0.0022872,-15.2,0.41687,2.6
0.0022278,-15.2,0.2619,2.7067
0.0022295,-15.2,0.2619,2.6
0.0023031,-15.2,0.12354,2.7067
0.002307,-15.2,0.12354,2.6
0.0023854,-15.2,0,2.7067
0.0023906,-15.2,0,2.6
0.31781,-15.2,19.4,2.8305
0.30395,-15.2,19.341,2.8305
0.28958,-15.2,19.272,2.8305
0.2749,-15.2,19.193,2.8305
0.25986,-15.2,19.1,2.8305
0.24444,-15.2,18.993,2.8305
0.22869,-15.2,18.869,2.8305
0.21266,-15.2,18.725,2.8305
0.19642,-15.2,18.558,2.8305
0.18006,-15.2,18.364,2.8305
0.16372,-15.2,18.139,2.8305
0.14753,-15.2,17.879,2.8305
0.13164,-15.2,17.576,2.8305
0.11622,-15.2,17.225,2.8305
0.10142,-15.2,16.818,2.8305
0.087418,-15.2,16.346,2.8305
0.074342,-15.2,15.798,2.8305
0.062313,-15.2,15.162,2.8305
0.051421,-15.2,14.425,2.8305
0.041736,-15.2,13.57,2.8305
0.033299,-15.2,12.578,2.8305
0.026114,-15.2,11.428,2.8305
0.020283,-15.2,10.093,2.8305
0.016535,-15.2,8.9013,2.8305
0.013814,-15.2,7.8373,2.8305
0.011762,-15.2,6.8873,2.8305
0.010149,-15.2,6.039,2.8305
0.0088401,-15.2,5.2817,2.8305
0.0077469,-15.2,4.6055,2.8305
0.0068023,-15.2,4.0017,2.8305
0.0059827,-15.2,3.4627,2.8305
0.0052863,-15.2,2.9814,2.8305
0.0047006,-15.2,2.5516,2.8305
0.0042107,-15.2,2.168,2.8305
0.0037839,-15.2,1.8254,2.8305
0.0034203,-15.2,1.5195,2.8305
0.0031112,-15.2,1.2464,2.8305
0.0028274,-15.2,1.0025,2.8305
0.0025909,-15.2,0.78482,2.8305
0.0024113,-15.2,0.59043,2.8305
0.0022861,-15.2,0.41687,2.8305
0.0022266,-15.2,0.2619,2.8305
0.0023013,-15.2,0.12354,2.8305
0.0023838,-15.2,0,2.8305
0.31806,-15.2,19.4,2.974
0.30415,-15.2,19.341,2.974
0.28976,-15.2,19.272,2.974
0.27506,-15.2,19.193,2.974
0.26001,-15.2,19.1,2.974
0.24458,-15.2,18.993,2.974
0.22881,-15.2,18.869,2.974
0.21276,-15.2,18.725,2.974
0.19651,-15.2,18.558,2.974
0.18015,-15.2,18.364,2.974
0.1638,-15.2,18.139,2.974
0.1476,-15.2,17.879,2.974
0.13171,-15.2,17.576,2.974
0.11629,-15.2,17.225,2.974
0.10149,-15.2,16.818,2.974
0.08748,-15.2,16.346,2.974
0.074401,-15.2,15.798,2.974
0.062369,-15.2,15.162,2.974
0.051472,-15.2,14.425,2.974
0.041781,-15.2,13.57,2.974
0.03334,-15.2,12.578,2.974
0.026149,-15.2,11.428,2.974
0.020315,-15.2,10.093,2.974
0.016564,-15.2,8.9013,2.974
0.01384,-15.2,7.8373,2.974
0.011785,-15.2,6.8873,2.974
0.01017,-15.2,6.039,2.974
0.0088585,-15.2,5.2817,2.974
0.0077634,-15.2,4.6055,2.974
0.0068168,-15.2,4.0017,2.974
0.005995,-15.2,3.4627,2.974
0.0052965,-15.2,2.9814,2.974
0.0047087,-15.2,2.5516,2.974
0.0042173,-15.2,2.168,2.974
0.0037893,-15.2,1.8254,2.974
0.0034245,-15.2,1.5195,2.974
0.0031147,-15.2,1.2464,2.974
0.0028303,-15.2,1.0025,2.974
0.0025933,-15.2,0.78482,2.974
0.002413,-15.2,0.59043,2.974
0.0022869,-15.2,0.41687,2.974
0.0022271,-15.2,0.2619,2.974
0.0023022,-15.2,0.12354,2.974
0.0023857,-15.2,0,2.974
0.31832,-15.2,19.4,3.1406
0.30437,-15.2,19.341,3.1406
0.28996,-15.2,19.272,3.1406
0.27524,-15.2,19.193,3.1406
0.26016,-15.2,19.1,3.1406
0.24471,-15.2,18.993,3.1406
0.22892,-15.2,18.869,3.1406
0.21286,-15.2,18.725,3.1406
0.1966,-15.2,18.558,3.1406
0.18023,-15.2,18.364,3.1406
0.16387,-15.2,18.139,3.1406
0.14767,-15.2,17.879,3.1406
0.13177,-15.2,17.576,3.1406
0.11634,-15.2,17.225,3.1406
0.10155,-15.2,16.818,3.1406
0.087536,-15.2,16.346,3.1406
0.074456,-15.2,15.798,3.1406
0.062422,-15.2,15.162,3.1406
0.051521,-15.2,14.425,3.1406
0.041826,-15.2,13.57,3.1406
0.03338,-15.2,12.578,3.1406
0.026186,-15.2,11.428,3.1406
0.02035,-15.2,10.093,3.1406
0.016595,-15.2,8.9013,3.1406
0.013869,-15.2,7.8373,3.1406
0.011811,-15.2,6.8873,3.1406
0.010193,-15.2,6.039,3.1406
0.00888,-15.2,5.2817,3.1406
0.0077829,-15.2,4.6055,3.1406
0.0068344,-15.2,4.0017,3.1406
0.0060103,-15.2,3.4627,3.1406
0.0053092,-15.2,2.9814,3.1406
0.0047191,-15.2,2.5516,3.1406
0.0042258,-15.2,2.168,3.1406
0.0037964,-15.2,1.8254,3.1406
0.0034302,-15.2,1.5195,3.1406
0.0031195,-15.2,1.2464,3.1406
0.0028342,-15.2,1.0025,3.1406
0.0025964,-15.2,0.78482,3.1406
0.0024153,-15.2,0.59043,3.1406
0.0022882,-15.2,0.41687,3.1406
0.0022282,-15.2,0.2619,3.1406
0.0023042,-15.2,0.12354,3.1406
0.0023889,-15.2,0,3.1406
0.3186,-15.2,19.4,3.3338
0.3046,-15.2,19.341,3.3338
0.29017,-15.2,19.272,3.3338
0.27542,-15.2,19.193,3.3338
0.26033,-15.2,19.1,3.3338
0.24485,-15.2,18.993,3.3338
0.22905,-15.2,18.869,3.3338
0.21296,-15.2,18.725,3.3338
0.19668,-15.2,18.558,3.3338
0.1803,-15.2,18.364,3.3338
0.16393,-15.2,18.139,3.3338
0.14772,-15.2,17.879,3.3338
0.13182,-15.2,17.576,3.3338
0.11639,-15.2,17.225,3.3338
0.10159,-15.2,16.818,3.3338
0.087581,-15.2,16.346,3.3338
0.074501,-15.2,15.798,3.3338
0.062466,-15.2,15.162,3.3338
0.051563,-15.2,14.425,3.3338
0.041864,-15.2,13.57,3.3338
0.033415,-15.2,12.578,3.3338
0.026219,-15.2,11.428,3.3338
0.020382,-15.2,10.093,3.3338
0.016625,-15.2,8.9013,3.3338
0.013896,-15.2,7.8373,3.3338
0.011836,-15.2,6.8873,3.3338
0.010216,-15.2,6.039,3.3338
0.0089012,-15.2,5.2817,3.3338
0.0078024,-15.2,4.6055,3.3338
0.0068523,-15.2,4.0017,3.3338
0.0060259,-15.2,3.4627,3.3338
0.0053223,-15.2,2.9814,3.3338
0.00473,-15.2,2.5516,3.3338
